,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
11543,200195,Ramón,27,Brazil,59,59,SønderjyskE,130,2,Right,1,2,RB,2016,2019-01-01,182.88,83.082,163
11544,226563,R. Grego-Cox,21,Republic of Ireland,59,68,Crawley Town,240,1,Right,1,2,ST,2018,2020-01-01,170.18,64.922,468
11545,241158,M. Özvardar,20,Turkey,59,70,Sivasspor,270,2,Right,1,2,ST,2017,2020-01-01,182.88,78.088,594
11546,222471,J. Rasheed,26,Norway,59,63,BK Häcken,140,1,Right,1,1,GK,2017,2020-01-01,190.5,91.254,186
11547,235271,A. Siemaszko,21,Poland,59,66,Zagłębie Lubin,220,1,Right,1,2,ST,2016,2019-01-01,180.34,74.002,341
11548,243719,B. Breukers,19,Netherlands,59,69,Fortuna Sittard,240,1,Right,1,2,CM,2017,2021-01-01,177.8,72.186,396
11549,243975,G. Kılıç,18,Germany,59,76,1. FC Heidenheim 1846,325,1,Right,1,3,LM,2018,2021-01-01,182.88,74.002,707
11550,246279,Iván Martos,21,Spain,59,71,UD Almería,240,1,Left,1,3,LB,2016,2019-01-01,182.88,68.1,420
11551,215816,D. O'Halloran,22,Republic of Ireland,59,68,Waterford FC,240,1,Right,1,2,LM,2017,2018-01-01,172.72,69.916,420
11552,241160,G. McEachran,17,England,59,81,Chelsea,350,6,Left,1,3,CAM,2017,2019-01-01,175.26,64.922,998
11553,245000,N. Mekonnen,18,Germany,59,75,RB Leipzig,290,2,Right,1,2,CDM,2018,2019-01-01,177.8,64.922,674
11554,219657,L. Wedl,22,Austria,59,67,FC Wacker Innsbruck,170,1,Right,1,1,GK,2014,2019-01-01,185.42,74.002,281
11555,235785,C. Hall,20,England,59,74,Accrington Stanley,350,2,Right,1,2,ST,2016,2019-01-01,180.34,77.18,4585.060806
11556,244233,L. Pfeiffer,21,Germany,59,67,VfL Osnabrück,230,2,Right,1,2,ST,2016,2019-06-30,195.58,83.99,4585.060806
11557,227082,D. Markey,21,Republic of Ireland,59,70,St. Patrick's Athletic,270,1,Right,1,3,CAM,2014,2020-01-01,170.18,64.922,473
11558,242186,J. Schuurman,20,Netherlands,59,69,Vitesse,220,1,Right,1,2,CDM,2016,2019-01-01,182.88,69.916,374
11559,238347,Joo Hyun Ho,22,Korea Republic,59,68,Suwon Samsung Bluewings,240,1,Left,1,2,LW,2017,2021-01-01,182.88,77.18,348
11560,226572,W. Sietsma,22,Netherlands,59,68,Milton Keynes Dons,180,2,Right,1,1,GK,2017,2019-01-01,190.5,89.892,351
11561,234252,C. Jordan,19,England,59,73,Bournemouth,300,3,Right,1,2,CB,2016,2019-01-01,185.42,79.904,758
11562,246284,Óscar Gil,20,Spain,59,69,Elche CF,220,1,Right,1,3,RB,2017,2019-01-01,180.34,74.91,385
11563,218381,S. Matthews,21,England,59,67,Bristol Rovers,230,1,Left,1,3,CM,2018,2020-01-01,175.26,71.278,449
11564,232973,K. Fukuda,33,Japan,59,59,V-Varen Nagasaki,90,1,Right,1,2,RM,2017,2021-01-01,175.26,69.916,113
11565,236557,O. Patrick,22,England,59,69,Yeovil Town,250,2,Right,1,2,ST,2016,2019-01-05,185.42,73.094,4585.060806
11566,241422,K. Hansen,17,Norway,59,72,Southampton,270,3,Left,1,3,CAM,2018,2019-01-01,180.34,74.91,682
11567,227855,B. Sabovic,20,Sweden,59,68,Djurgårdens IF,240,1,Right,1,2,CM,2015,2019-01-01,185.42,77.18,348
11568,229393,S. Hornby,23,England,59,63,Port Vale,140,2,Left,1,1,GK,2017,2019-01-01,185.42,79.904,256
11569,242193,D. Padilla,24,Colombia,59,63,La Equidad,200,1,Right,1,3,CAM,2018,2021-01-01,175.26,67.192,285
11570,245521,M. Bakhit,26,Saudi Arabia,59,60,Al Hazem,150,2,Right,1,2,RB,2016,2020-01-01,167.64,60.836,259
11571,246033,S. Sosa,19,Argentina,59,74,River Plate,300,1,Right,1,2,CDM,2018,2021-01-01,177.8,78.088,608
11572,203282,M. Velázquez,27,Mexico,59,59,Club León,130,4,Right,1,2,CB,2018,2019-01-01,167.64,55.842,221
11573,230930,Nuno Malheiro,24,Portugal,59,63,Zagłębie Sosnowiec,170,1,Left,1,2,LB,2017,2020-01-01,170.18,69.008,242
11574,203539,K. Devaney,27,Republic of Ireland,59,59,Bohemian FC,160,1,Right,1,3,LM,2017,2019-01-01,177.8,69.916,248
11575,205331,Zhang Jiaqi,26,China PR,59,61,Guangzhou R&F; FC,160,2,Right,1,2,CDM,2016,2018-12-31,193.04,74.91,4585.060806
11576,231187,Oleaga,21,Spain,59,68,Athletic Club de Bilbao,180,2,Right,1,1,GK,2017,2019-01-01,198.12,87.168,414
11577,233491,J. Kristoffersen,21,Norway,59,66,Hobro IK,220,1,Right,1,2,ST,2018,2021-01-01,198.12,77.18,319
11578,236563,F. Şimşek,20,Germany,59,74,Çaykur Rizespor,350,2,Left,1,3,LM,2016,2020-01-01,185.42,74.91,919
11579,218646,M. Smith,22,England,59,66,Swindon Town,220,2,Right,1,2,CM,2018,2019-01-01,177.8,69.916,429
11580,242454,M. Čović,20,Germany,59,76,Hertha BSC,350,3,Right,1,3,RM,2018,2019-01-01,170.18,62.198,814
11581,232471,N. Sugai,33,Japan,59,59,Vegalta Sendai,90,1,Right,1,2,RM,2003,2021-01-01,177.8,69.916,113
11582,232727,K. Ikeda,31,Japan,59,59,Sagan Tosu,140,1,Right,1,3,CF,2009,2021-01-01,177.8,72.186,175
11583,243479,M. Fonseca,22,Argentina,59,68,Patronato,240,2,Right,1,2,ST,2018,2021-01-01,172.72,69.008,396
11584,245015,Y. Roemer,16,Netherlands,59,75,VVV-Venlo,300,1,Right,1,3,ST,2018,2019-01-01,180.34,69.916,623
11585,184599,R. Simpson,33,England,59,59,Milton Keynes Dons,100,3,Right,1,2,ST,2018,2018-01-01,185.42,74.91,175
11586,232216,Kim Gyeong Jae,24,Korea Republic,59,64,Sangju Sangmu FC,180,1,Right,1,2,CB,2016,2019-01-25,182.88,73.094,4585.060806
11587,234264,Jeong Seung Won,21,Korea Republic,59,72,Daegu FC,300,1,Right,1,2,RCM,2016,2021-01-01,170.18,68.1,563
11588,237849,R. Marín,20,Mexico,59,76,Club Necaxa,350,6,Left,1,2,ST,2016,2019-05-31,180.34,72.186,4585.060806
11589,243737,M. Kamenz,19,Germany,59,65,FSV Zwickau,150,1,Right,1,1,GK,2018,2020-01-01,187.96,79.904,248
11590,238106,Wang Wei,29,China PR,59,59,Shanghai Greenland Shenhua FC,150,2,Left,1,2,LM,2017,2020-01-01,182.88,74.91,323
11591,246298,K. Sidibé,19,France,59,74,Toulouse Football Club,300,2,Right,1,2,CDM,2018,2021-01-01,200.66,78.088,788
11592,235549,A. Ramalingom,25,France,59,64,AS Béziers,210,1,Right,1,2,ST,2018,2021-01-01,177.8,69.916,383
11593,182046,Zhou Liao,29,China PR,59,59,Tianjin TEDA FC,160,3,Right,1,2,ST,2012,2022-01-01,182.88,78.088,344
11594,214559,K. Madianga,24,France,59,65,Dundee FC,210,1,Right,1,3,RM,2018,2023-01-01,172.72,64.922,410
11595,228383,K. Grabara,19,Poland,59,76,Liverpool,280,3,Right,1,1,GK,2017,2022-01-01,190.5,74.91,707
11596,235551,I. Al Shuayl,23,Saudi Arabia,59,66,Al Qadisiyah,180,2,Left,1,2,LB,2015,2020-01-01,167.64,73.094,333
11597,243744,P. Gehrmann,23,Germany,59,68,FC Energie Cottbus,210,1,Right,1,2,CM,2016,2020-01-01,182.88,81.266,347
11598,244001,T. Weiner,19,Germany,59,72,Holstein Kiel,230,1,Right,1,1,GK,2018,2021-01-01,190.5,83.082,500
11599,229922,O. Al Khalaf,21,Saudi Arabia,59,70,Ettifaq FC,240,3,Right,1,2,CDM,2017,2022-01-01,175.26,59.928,444
11600,244770,F. Manzo,19,Chile,59,68,Unión La Calera,230,1,Right,1,2,CAM,2015,2019-01-01,175.26,66.284,357
11601,241445,A. Sissoko,21,France,59,69,Clermont Foot 63,220,1,Right,1,2,RB,2017,2019-01-01,177.8,68.1,429
11602,223270,D. Olsson,21,Sweden,59,69,IF Elfsborg,190,1,Right,1,1,GK,2015,2021-01-01,198.12,93.978,276
11603,228134,P. McClean,21,Republic of Ireland,59,71,Sligo Rovers,250,1,Left,1,2,CB,2018,2019-01-01,185.42,73.094,438
11604,232743,T. Enomoto,35,Japan,59,59,Urawa Red Diamonds,40,1,Right,1,1,GK,2017,2021-01-01,180.34,76.272,52
11605,245543,C. Kühlwetter,22,Germany,59,67,1. FC Kaiserslautern,230,1,Right,1,2,LM,2018,2021-01-01,180.34,74.91,380
11606,230697,E. Robson,21,England,59,70,Sunderland,260,2,Left,1,2,CM,2013,2020-01-01,177.8,73.094,507
11607,237097,Moon Jeong In,20,Korea Republic,59,70,Ulsan Hyundai FC,210,1,Right,1,1,GK,2017,2018-01-01,193.04,79.904,305
11608,224554,Gao Jiarun,23,China PR,59,65,Tianjin TEDA FC,180,2,Right,1,2,CM,2016,2020-01-01,182.88,73.094,423
11609,165932,D. Pender,33,Republic of Ireland,59,59,Bohemian FC,60,1,Right,1,2,RB,2011,2019-01-01,177.8,74.91,93
11610,244012,E. Henschel,21,Germany,59,69,Hallescher FC,250,1,Right,1,2,RM,2018,2020-01-01,185.42,78.088,413
11611,246060,J. Abbel,19,Netherlands,59,70,Willem II,220,1,Left,1,2,LB,2018,2019-01-01,180.34,74.91,363
11612,241197,A. Al Amri,21,Saudi Arabia,59,69,Al Wehda,220,3,Right,1,2,CB,2016,2019-06-30,185.42,69.916,4585.060806
11613,242989,Han Seung Wook,22,Korea Republic,59,68,Jeonnam Dragons,240,1,Right,1,2,CAM,2018,2021-01-01,175.26,69.916,348
11614,190509,K. Eek,30,Norway,59,59,Ranheim Fotball,120,1,Right,1,2,CB,2013,2018-01-01,187.96,83.082,150
11615,242735,C. Manley,22,United States,59,69,Minnesota United FC,220,1,Right,1,2,RB,2018,2018-01-01,180.34,77.18,374
11616,246064,J. Peñaloza,18,Colombia,59,77,SD Huesca,325,2,Right,1,2,RW,2018,2023-01-01,172.72,64.014,918
11617,239666,T. Müsel,18,Germany,59,76,Borussia Mönchengladbach,325,2,Right,1,2,ST,2018,2020-01-01,185.42,76.272,756
11618,242482,E. Coronel,21,Argentina,59,67,Club Atlético Banfield,200,2,Right,1,2,RB,2018,2021-01-01,175.26,73.094,340
11619,245810,W. Ditta,21,Colombia,59,68,Junior FC,210,1,Right,1,2,CB,2018,2021-01-01,180.34,79.904,336
11620,237363,J. Andersson,23,Sweden,59,68,Djurgårdens IF,200,1,Right,1,2,RB,2018,2021-01-01,175.26,66.284,290
11621,212532,Lee Sang Hyeob,28,Korea Republic,59,59,Sangju Sangmu FC,150,1,Left,1,2,CM,2016,2019-10-14,177.8,66.284,4585.060806
11622,235572,R. Sykes,19,England,59,72,Accrington Stanley,260,1,Right,1,2,CB,2015,2020-01-01,195.58,73.094,618
11623,244532,P. Kucharczyk,21,Poland,59,62,Śląsk Wrocław,170,1,Right,1,2,CB,2017,2020-01-01,185.42,78.088,242
11624,219701,J. Wrąbel,22,Poland,59,69,Śląsk Wrocław,190,1,Right,1,1,GK,2013,2019-01-01,193.04,87.168,295
11625,235061,O. Al Sunain,23,Saudi Arabia,59,66,Ettifaq FC,180,3,Right,1,2,RB,2013,2023-01-01,170.18,71.278,333
11626,238389,B. Wilmot,18,England,59,79,Watford,290,3,Right,1,2,CB,2018,2023-01-01,187.96,79.904,841
11627,203830,S. Kelly,24,England,59,62,Hamilton Academical FC,200,1,Left,1,3,LM,2018,2022-01-01,182.88,78.088,365
11628,220214,M. Bachini,23,Italy,59,70,Spezia,230,1,Right,1,2,CB,2018,2023-01-01,187.96,82.174,403
11629,246070,Iván Jaime,17,Spain,59,74,Málaga CF,300,1,Right,1,2,CM,2018,2019-01-01,180.34,72.186,668
11630,181558,R. Armand,31,France,59,59,GFC Ajaccio,140,1,Right,1,2,LW,2017,2019-01-01,182.88,73.094,245
11631,179767,C. Dunn,30,England,59,59,Walsall,100,1,Left,1,1,GK,2018,2019-01-01,193.04,78.996,175
11632,246071,Oh Inpyo,21,Korea Republic,59,67,LASK Linz,230,1,Right,1,2,CAM,2018,2019-01-01,177.8,63.106,380
11633,18745,M. Tyler,41,England,59,59,Peterborough United,10,1,Right,1,1,GK,2016,2019-01-01,182.88,83.082,18
11634,228665,R. Ariza,20,Colombia,59,65,Alianza Petrolera,220,1,Left,1,2,LM,2015,2023-01-01,170.18,64.014,341
11635,166713,B. Murphy,33,Republic of Ireland,59,59,St. Patrick's Athletic,80,1,Right,1,1,GK,2017,2018-01-01,177.8,82.174,124
11636,240953,N. Tenaglia,22,Argentina,59,69,Club Atlético Talleres,220,2,Right,1,2,RB,2017,2019-01-01,182.88,71.278,374
11637,243514,J. Meier,18,Germany,59,75,FC Bayern München,290,3,Left,1,2,LB,2018,2021-01-01,177.8,78.088,660
11638,246074,B. Goller,19,Germany,59,75,FC Schalke 04,325,2,Right,1,3,RW,2018,2019-01-01,180.34,64.922,756
11639,194363,N. Yamada,27,Japan,59,59,Urawa Red Diamonds,160,2,Right,1,3,CM,2009,2022-01-01,167.64,66.284,208
11640,215100,P. Arredondo,23,Chile,59,66,Deportes Iquique,190,1,Left,1,2,CB,2018,2020-01-01,182.88,78.088,295
11641,239676,K. Taylor,18,England,59,72,Bournemouth,280,4,Right,1,3,CAM,2017,2020-01-01,177.8,69.916,707
11642,222782,M. Baghdadi,21,Germany,59,67,Bristol Rovers,230,1,Left,1,2,LM,2017,2019-01-01,177.8,74.002,449
11643,233022,Yang Ting,25,China PR,59,62,Guizhou Hengfeng FC,160,2,Right,1,2,RB,2018,2020-01-01,182.88,72.186,356
11644,244542,K. Kaïboue,19,France,59,71,Montpellier HSC,240,1,Left,1,2,CDM,2018,2021-01-01,182.88,64.922,528
11645,243519,V. Burgoa,17,Argentina,59,74,Godoy Cruz,300,1,Left,1,2,LCM,2018,2020-01-01,175.26,68.1,623
11646,244799,Pol Moreno,24,Spain,59,67,GIF Sundsvall,200,1,Right,1,2,CB,2018,2020-01-01,193.04,79.904,290
11647,209728,M. Blakstad,24,Norway,59,66,Ranheim Fotball,220,1,Right,1,2,CM,2013,2020-01-01,193.04,83.082,319
11648,238656,S. Tigges,19,Germany,59,69,VfL Osnabrück,240,1,Left,1,2,RM,2016,2019-01-01,195.58,82.174,396
11649,238912,S. Abdullah,29,Saudi Arabia,59,59,Ohod Club,120,3,Right,1,2,CB,2014,2021-01-01,177.8,69.916,198
11650,239681,O. Bertel,21,Colombia,59,67,Millonarios FC,200,1,Left,1,2,LB,2017,2021-01-01,175.26,64.014,320
11651,220994,J. Bridge,22,England,59,67,Northampton Town,230,2,Right,1,2,LM,2018,2019-01-01,177.8,73.094,449
11652,232258,Song Wenjie,27,China PR,59,59,Hebei China Fortune FC,160,2,Right,1,2,RM,2015,2021-01-01,185.42,74.002,344
11653,241476,Raúl Sánchez,20,Spain,59,70,CD Leganés,270,3,Left,1,2,LM,2018,2021-01-01,187.96,74.002,621
11654,244036,A. Önal,22,Turkey,59,68,MKE Ankaragücü,240,3,Right,1,2,ST,2018,2023-01-01,180.34,71.278,528
11655,245060,A. Casco,21,Argentina,59,66,Club Atlético Huracán,220,2,Right,1,2,LM,2018,2021-01-01,172.72,72.186,374
11656,215365,L. Forte,23,Italy,59,65,Pescara,220,1,Right,1,2,ST,2015,2020-01-01,175.26,64.014,385
11657,200263,D. Cawley,26,Republic of Ireland,59,60,Sligo Rovers,180,1,Right,1,2,LCM,2017,2020-01-01,177.8,76.272,293
11658,232264,Che Shiwei,21,China PR,59,70,Hebei China Fortune FC,270,2,Left,1,2,RM,2015,2019-01-01,182.88,73.094,635
11659,233800,F. Bjørkan,19,Norway,59,67,FK Bodø/Glimt,190,1,Left,1,2,LB,2016,2020-01-01,175.26,74.91,276
11660,206409,T. Marsh,24,England,59,63,Macclesfield Town,200,2,Right,1,2,LW,2017,2020-01-01,180.34,79.904,365
11661,232521,L. Merolla,23,Argentina,59,64,Club Atlético Huracán,180,2,Left,1,2,CB,2018,2020-01-01,193.04,84.898,284
11662,229706,V. Wojtkowiak,21,France,59,71,Racing Club de Lens,250,1,Right,1,2,CB,2017,2020-01-01,182.88,72.186,488
11663,242250,G. Verón,17,Argentina,59,79,Argentinos Juniors,300,1,Right,1,2,ST,2018,2021-01-01,182.88,82.174,735
11664,239947,R. Meraz,18,Mexico,59,71,Monarcas Morelia,230,1,Right,1,2,CDM,2017,2018-01-01,177.8,78.088,437
11665,182347,Ou Ya,32,China PR,59,59,Hebei China Fortune FC,90,2,Right,1,1,GK,2014,2018-01-01,193.04,84.898,194
11666,191563,T. Miyazaki,31,Japan,59,59,Júbilo Iwata,140,1,Left,1,2,LM,2016,2021-01-01,170.18,68.1,175
11667,235596,J. Al Shammari,26,Saudi Arabia,59,61,Al Batin,180,3,Right,1,2,LDM,2011,2019-01-01,182.88,79.904,311
11668,236365,C. Wood,21,England,59,70,Bradford City,230,1,Left,1,2,LB,2018,2021-01-01,177.8,78.088,449
11669,225102,Maikel Santana,26,Spain,59,60,Neuchâtel Xamax,150,1,Left,1,2,LB,2018,2019-01-01,193.04,88.984,229
11670,238670,K. Hoffmann,23,Germany,59,65,FSV Zwickau,210,2,Right,1,3,CAM,2016,2019-06-30,180.34,79.904,4585.060806
11671,238927,J. Gies,23,Germany,59,64,SV Meppen,150,1,Right,1,1,GK,2016,2019-01-01,187.96,78.996,229
11672,232784,I. Arai,24,Japan,59,64,Nagoya Grampus,180,1,Right,1,2,CB,2015,2021-01-01,185.42,74.91,239
11673,182352,Li Benjian,32,China PR,59,59,Henan Jianye FC,120,2,Left,1,2,LM,2018,2019-01-01,177.8,73.094,258
11674,234321,Cha Yeong Hwan,27,Korea Republic,59,61,Sangju Sangmu FC,150,1,Right,1,2,LCB,2018,2021-01-01,182.88,78.088,199
11675,242001,M. Sawa,35,Japan,59,59,Kashiwa Reysol,70,1,Right,1,2,ST,2017,2021-01-01,172.72,69.916,88
11676,246097,Sergio Gónzalez,21,Spain,59,66,Cádiz CF,190,1,Right,1,2,CB,2014,2019-01-01,182.88,77.18,342
11677,244050,W. Burger,17,Netherlands,59,79,Feyenoord,300,1,Left,1,3,CM,2017,2020-01-01,190.5,73.094,720
11678,244562,A. Hernández,20,Mexico,59,71,U.N.A.M.,280,3,Left,1,2,ST,2018,2021-01-01,182.88,81.266,532
11679,242771,A. Hadzic,19,Norway,59,73,IK Start,325,1,Left,1,2,CM,2017,2020-01-01,182.88,74.91,609
11680,213333,O. Ashoor,28,Saudi Arabia,59,59,Ohod Club,120,3,Right,1,2,RB,2016,2023-01-01,170.18,74.91,198
11681,225365,E. Sonupé,22,England,59,66,Stevenage,220,2,Right,1,2,RM,2018,2019-01-01,180.34,69.916,429
11682,245589,Alberto González,21,Spain,59,67,Córdoba CF,170,1,Right,1,1,GK,2017,2019-01-01,180.34,74.91,298
11683,229718,W. Patching,19,England,59,73,Notts County,325,1,Right,1,2,CM,2018,2020-01-01,185.42,69.916,772
11684,238934,M. Kremer,28,Germany,59,59,SV Meppen,160,1,Right,1,2,RM,2013,2019-01-01,175.26,69.008,232
11685,246102,J. Vergara Berrio,19,Netherlands,59,71,De Graafschap,270,1,Right,1,2,CM,2018,2019-01-01,177.8,69.008,446
11686,236375,D. Wright,20,England,59,71,Colchester United,280,2,Right,1,3,CM,2016,2019-01-01,177.8,69.008,546
11687,237399,E. Louro,22,United States,59,67,New York Red Bulls,170,1,Right,1,1,GK,2017,2018-01-01,190.5,102.15,289
11688,238423,K. Alexandersson,25,Sweden,59,61,Kristiansund BK,190,1,Right,1,2,ST,2018,2021-01-01,193.04,84.898,252
11689,243800,S. Seferings,22,Germany,59,63,TSV 1860 München,200,1,Right,1,2,CAM,2017,2019-01-01,185.42,81.266,305
11690,244568,C. Estrada,21,Mexico,59,73,Club América,280,4,Right,1,1,GK,2015,2021-01-01,182.88,74.91,651
11691,204889,B. Mensah,23,England,59,64,Lincoln City,210,2,Right,1,3,RM,2016,2019-06-30,172.72,59.02,4585.060806
11692,181849,Cui Peng,31,China PR,59,59,Shandong Luneng TaiShan FC,100,3,Right,1,2,CDM,2017,2018-01-01,177.8,81.266,215
11693,224602,Zhang Wei,25,China PR,59,63,Shanghai SIPG FC,170,2,Left,1,2,LB,2014,2020-01-01,175.26,73.094,387
11694,228954,F. López,20,Argentina,59,76,Argentinos Juniors,350,2,Right,1,2,RW,2018,2020-01-01,170.18,69.916,726
11695,245338,T. van den Belt,17,Netherlands,59,74,PEC Zwolle,300,1,Right,1,3,CM,2018,2021-01-01,175.26,67.192,623
11696,182362,Tan Wangsong,32,China PR,59,59,Tianjin TEDA FC,90,2,Right,1,2,RB,2017,2019-01-01,180.34,69.916,194
11697,224091,D. Rosin,22,Germany,59,71,VfL Sportfreunde Lotte,280,1,Right,1,3,LM,2018,2019-01-01,182.88,73.094,462
11698,229724,M. Lund,22,Denmark,59,66,Odense Boldklub,190,2,Right,1,2,CB,2018,2021-01-01,182.88,87.168,276
11699,202079,D. Blazevic,25,Sweden,59,65,Hammarby IF,150,1,Right,1,1,GK,2018,2019-01-01,190.5,88.076,218
11700,245855,D. Chambost,20,France,59,67,AS Saint-Étienne,230,3,Left,1,3,CAM,2018,2020-01-01,175.26,68.1,483
11701,120415,S. Shearer,37,Scotland,59,59,Oxford United,10,1,Left,1,1,GK,2017,2019-01-01,190.5,88.984,18
11702,243296,M. Steeves,23,United States,59,66,Houston Dynamo,220,1,Right,1,2,ST,2018,2021-01-01,193.04,93.978,374
11703,239201,A. Ceylan,20,Germany,59,70,SC Fortuna Köln,270,1,Right,1,3,LM,2017,2019-01-01,170.18,64.922,446
11704,245089,Samu Pérez,21,Spain,59,68,Real Valladolid CF,180,1,Right,1,1,GK,2018,2020-01-01,180.34,74.91,432
11705,190817,R. Williams,27,England,59,59,Tranmere Rovers,160,2,Right,1,2,CM,2018,2019-01-01,170.18,74.91,280
11706,246114,S. Briñone,21,Argentina,59,68,Patronato,210,2,Right,1,2,CDM,2018,2021-01-01,190.5,82.174,347
11707,232803,N. Maeda,23,Japan,59,65,Nagoya Grampus,210,1,Left,1,2,RM,2018,2019-01-01,175.26,66.284,305
11708,240483,O. Ökke,22,Turkey,59,68,Yeni Malatyaspor,240,2,Right,1,3,CM,2017,2019-01-01,170.18,59.928,528
11709,242019,A. Lotti,22,Argentina,59,68,Unión de Santa Fe,240,3,Right,1,2,ST,2016,2019-06-30,177.8,69.916,4585.060806
11710,244579,E. Lara,18,Mexico,59,75,Club León,290,2,Left,1,2,LB,2018,2021-01-01,175.26,63.106,674
11711,222820,E. Salles,24,France,59,66,Grenoble Foot 38,160,1,Right,1,1,GK,2018,2019-01-01,187.96,78.088,312
11712,138086,L. Kryger,35,Denmark,59,59,AC Horsens,70,1,Right,1,2,RM,2016,2018-01-01,187.96,74.91,88
11713,209254,R. Willmott,28,England,59,59,Newport County,160,2,Right,1,2,CAM,2017,2019-01-01,175.26,77.18,280
11714,236905,B. Provoste,18,Chile,59,79,Colo-Colo,325,1,Right,1,2,CAM,2016,2020-01-01,177.8,68.1,780
11715,242539,F. Brorsson,21,Sweden,59,69,Trelleborgs FF,260,1,Right,1,2,LS,2015,2018-01-01,180.34,78.996,377
11716,224620,Zhang Yi,24,China PR,59,64,Shanghai SIPG FC,200,2,Left,1,2,CM,2014,2020-01-01,180.34,67.192,455
11717,214896,P. Mullin,23,England,59,64,Tranmere Rovers,210,2,Right,1,2,LS,2018,2023-01-01,177.8,71.278,383
11718,225136,T. Hadler,21,England,59,64,Gillingham,150,1,Right,1,1,GK,2014,2019-01-01,195.58,78.996,274
11719,241010,M. Ortíz,24,Argentina,59,63,Rosario Central,170,2,Right,1,2,CB,2013,2019-01-01,185.42,74.002,268
11720,242034,J. Díaz Price,19,Mexico,59,70,Club León,260,2,Right,1,2,LM,2017,2021-01-01,175.26,64.922,494
11721,189810,S. Duggan,29,Republic of Ireland,59,59,Waterford FC,150,1,Left,1,2,CM,2018,2019-01-01,170.18,69.916,233
11722,240756,P. Sussek,18,Germany,59,75,FC Ingolstadt 04,325,2,Right,1,3,CAM,2017,2021-01-01,175.26,68.1,723
11723,244084,K. Pytlik,20,Poland,59,66,VfL Sportfreunde Lotte,190,1,Right,1,2,CB,2018,2019-01-01,182.88,83.99,314
11724,245364,N. Alioui,19,France,59,72,KSV Cercle Brugge,290,1,Right,1,2,LM,2018,2019-01-01,177.8,74.002,602
11725,222582,Kim Yeong Bin,26,Korea Republic,59,62,Sangju Sangmu FC,160,1,Right,1,2,LB,2014,2023-01-01,180.34,74.002,212
11726,236406,M. Hamrol,24,Germany,59,65,Korona Kielce,160,1,Left,1,1,GK,2017,2019-01-01,195.58,89.892,248
11727,244854,J. Cataldi,19,Argentina,59,75,Gimnasia y Esgrima La Plata,325,1,Right,1,2,RM,2018,2021-01-01,172.72,66.284,691
11728,231031,S. Kaya,22,Turkey,59,68,Göztepe SK,240,3,Right,1,2,ST,2018,2021-01-01,177.8,72.186,528
11729,244087,R. Rösch,19,Germany,59,72,FC Augsburg,290,2,Right,1,2,CAM,2018,2021-01-01,180.34,74.91,674
11730,206200,D. Clarke,25,Republic of Ireland,59,61,St. Patrick's Athletic,190,1,Right,1,2,LM,2017,2019-01-01,177.8,81.266,309
11731,231033,J. Maguire,22,England,59,66,Crawley Town,180,1,Left,1,2,LB,2016,2019-01-01,177.8,69.916,4585.060806
11732,232825,Myeong Joon Jae,23,Korea Republic,59,63,Jeonbuk Hyundai Motors,200,2,Right,1,2,CAM,2017,2021-01-01,175.26,74.002,275
11733,239993,A. Romero,20,United States,59,74,Pachuca,280,2,Right,1,1,GK,2016,2021-01-01,187.96,87.168,651
11734,242553,M. Segbers,22,United States,59,68,New England Revolution,200,1,Right,1,2,RB,2018,2019-01-01,175.26,72.186,330
11735,245369,A. Çelebi,19,Turkey,59,73,Beşiktaş JK,300,2,Right,1,2,CB,2018,2020-01-01,195.58,78.088,758
11736,193658,J. Kirkpatrick,26,Scotland,59,61,St. Mirren,190,1,Right,1,2,CAM,2017,2019-01-01,177.8,73.094,347
11737,229243,T. Wiesner,21,Germany,59,69,Fortuna Düsseldorf,190,2,Right,1,1,GK,2015,2020-01-01,193.04,87.168,380
11738,242811,E. Steen,24,Norway,59,65,FK Bodø/Glimt,180,1,Right,1,2,CB,2018,2019-01-01,180.34,74.002,261
11739,226172,L. Mandeville,21,England,59,69,Morecambe,250,1,Right,1,3,RM,2016,2019-06-30,180.34,77.18,4585.060806
11740,242812,K. Ødemarksbakken,22,Norway,59,67,Lillestrøm SK,230,1,Right,1,2,LM,2018,2021-01-01,180.34,72.186,334
11741,224895,F. Serraiocco,24,Italy,59,63,Carpi,140,1,Right,1,1,GK,2017,2023-01-01,190.5,83.082,228
11742,222081,N. Sandberg,23,Norway,59,66,IK Start,220,1,Left,1,2,CM,2018,2020-01-01,180.34,64.922,319
11743,246145,I. Aliseda,18,Argentina,59,75,Defensa y Justicia,325,1,Right,1,2,LM,2018,2021-01-01,170.18,69.008,691
11744,242818,F. Dahmen,20,Germany,59,71,1. FSV Mainz 05,220,2,Right,1,1,GK,2018,2020-01-01,185.42,79.904,440
11745,242051,K. Irep,22,France,59,67,Le Havre AC,190,1,Left,1,2,LB,2018,2022-01-01,182.88,79.904,371
11746,235141,P. Menzel,19,Germany,59,75,VfL Wolfsburg,280,1,Right,1,1,GK,2016,2021-01-01,193.04,83.99,651
11747,244101,D. Fontani,21,France,59,65,Chamois Niortais Football Club,180,1,Right,1,2,CB,2018,2020-01-01,190.5,82.174,351
